kode_prov,kode_bps,nama_bps,nama_dagri,kode_dagri,latitude,longitude
11,1101,SIMEULUE,KAB. SIMEULUE,11.09,2.4517114,96.3774566
11,1102,ACEH SINGKIL,KAB. ACEH SINGKIL,11.1,2.2732113,97.813226
11,1103,ACEH SELATAN,KAB. ACEH SELATAN,11.01,3.260106,97.189643
11,1104,ACEH TENGGARA,KAB. ACEH TENGGARA,11.02,3.4732392,97.8151078
11,1105,ACEH TIMUR,KAB. ACEH TIMUR,11.03,4.9114668,97.8056172
11,1106,ACEH TENGAH,KAB. ACEH TENGAH,11.04,4.6215483,96.8478454
11,1107,ACEH BARAT,KAB. ACEH BARAT,11.05,4.1570096,96.129388
11,1108,ACEH BESAR,KAB. ACEH BESAR,11.06,5.3028584,95.5966816
11,1109,PIDIE,KAB. PIDIE,11.07,5.3667166,95.9578075
11,1110,BIREUEN,KAB. BIREUEN,11.11,5.2032789,96.6861017
11,1111,ACEH UTARA,KAB. ACEH UTARA,11.08,5.0746364,97.3056703
11,1112,ACEH BARAT DAYA,KAB. ACEH BARAT DAYA,11.12,3.7431189,96.847118
11,1113,GAYO LUES,KAB. GAYO LUES,11.13,4.0017634,97.3306546
11,1114,ACEH TAMIANG,KAB. ACEH TAMIANG,11.16,4.3116096,98.0543253
11,1115,NAGAN RAYA,KAB. NAGAN RAYA,11.15,4.1332039,96.3224182
11,1116,ACEH JAYA,KAB. ACEH JAYA,11.14,4.6176235,95.6154912
11,1117,BENER MERIAH,KAB. BENER MERIAH,11.17,4.7251967,96.822546
11,1118,PIDIE JAYA,KAB. PIDIE JAYA,11.18,5.2262521,96.2443388
11,1171,BANDA ACEH,KOTA BANDA ACEH,11.71,5.5738961,95.3456937
11,1172,SABANG,KOTA SABANG,11.72,5.895631,95.316468
11,1173,LANGSA,KOTA LANGSA,11.74,4.4748619,97.9563662
11,1174,LHOKSEUMAWE,KOTA LHOKSEUMAWE,11.73,5.1804281,97.1467996
11,1175,SUBULUSSALAM,KOTA SUBULUSSALAM,11.75,2.6703289,97.9913967
12,1201,NIAS,KAB. NIAS,12.04,0.925046,97.7076171
12,1202,MANDAILING NATAL,KAB. MANDAILING NATAL,12.13,0.798993,99.5796508
12,1203,TAPANULI SELATAN,KAB. TAPANULI SELATAN,12.03,1.4164286,99.2868907
12,1204,TAPANULI TENGAH,KAB. TAPANULI TENGAH,12.01,1.6875564,98.8285708
12,1205,TAPANULI UTARA,KAB. TAPANULI UTARA,12.02,2.011716,98.9798453
12,1206,TOBA SAMOSIR,KAB. TOBA SAMOSIR,12.12,2.5046828,98.8863591
12,1207,LABUHAN BATU,KAB. LABUHANBATU,12.1,2.2129977,99.8446794
12,1208,ASAHAN,KAB. ASAHAN,12.09,2.9892966,99.622964
12,1209,SIMALUNGUN,KAB. SIMALUNGUN,12.08,2.9662,99.1076189
12,1210,DAIRI,KAB. DAIRI,12.11,2.7409366,98.3197137
12,1211,KARO,KAB. KARO,12.06,3.1630236,98.509411
12,1212,DELI SERDANG,KAB. DELI SERDANG,12.07,3.54771,98.8681979
12,1213,LANGKAT,KAB. LANGKAT,12.05,3.7412598,98.4500948
12,1214,NIAS SELATAN,KAB. NIAS SELATAN,12.14,0.5669721,97.8079561
12,1215,HUMBANG HASUNDUTAN,KAB. HUMBANG HASUNDUTAN,12.16,2.2420594,98.7379725
12,1216,PAKPAK BHARAT,KAB. PAKPAK BHARAT,12.15,2.543441,98.325923
12,1217,SAMOSIR,KAB. SAMOSIR,12.17,2.6866405,98.7055323
12,1218,SERDANG BEDAGAI,KAB. SERDANG BEDAGAI,12.18,3.5084114,99.1067001
12,1219,BATU BARA,KAB. BATU BARA,12.19,3.1724198,99.4167792
12,1220,PADANG LAWAS UTARA,KAB. PADANG LAWAS UTARA,12.2,1.4820364,99.6045214
12,1221,PADANG LAWAS,KAB. PADANG LAWAS,12.21,1.2614161,99.6743642
12,1222,LABUHAN BATU SELATAN,KAB. LABUHANBATU SELATAN,12.22,1.8590096,100.040112
12,1223,LABUHAN BATU UTARA,KAB. LABUHANBATU UTARA,12.23,2.5669858,99.6492469
12,1224,NIAS UTARA,KAB. NIAS UTARA,12.24,1.0542711,97.432759
12,1225,NIAS BARAT,KAB. NIAS BARAT,12.25,1.0468495,97.457437
12,1271,SIBOLGA,KOTA SIBOLGA,12.73,1.7452726,98.7791199
12,1272,TANJUNG BALAI,KOTA TANJUNG BALAI,12.74,2.9494781,99.7784805
12,1273,PEMATANG SIANTAR,KOTA PEMATANGSIANTAR,12.72,2.9515437,99.0635028
12,1274,TEBING TINGGI,KOTA TEBING TINGGI,12.76,3.3530658,99.1637434
12,1275,MEDAN,KOTA MEDAN,12.71,3.6020207,98.6286697
12,1276,BINJAI,KOTA BINJAI,12.75,3.6008281,98.4791212
12,1277,PADANGSIDIMPUAN,KOTA PADANG SIDEMPUAN,12.77,1.373906,99.2965093
12,1278,GUNUNGSITOLI,KOTA GUNUNGSITOLI,12.78,1.2799296,97.609921
13,1301,KEPULAUAN MENTAWAI,KAB. KEPULAUAN MENTAWAI,13.09,-2.0793512,99.6052824
13,1302,PESISIR SELATAN,KAB. PESISIR SELATAN,13.01,-1.3480407,100.5817836
13,1303,SOLOK,KAB. SOLOK,13.02,-0.8603059,100.632539
13,1304,SIJUNJUNG,KAB. SIJUNJUNG,13.03,-0.6749428,100.9603896
13,1305,TANAH DATAR,KAB. TANAH DATAR,13.04,-0.4629901,100.5832055
13,1306,PADANG PARIAMAN,KAB. PADANG PARIAMAN,13.05,-0.6246648,100.2775282
13,1307,AGAM,KAB. AGAM,13.06,-0.3138181,100.0325914
13,1308,LIMA PULUH KOTA,KAB. LIMA PULUH KOTA,13.07,-0.1621068,100.6604135
13,1309,PASAMAN,KAB. PASAMAN,13.08,0.1377484,100.1670422
13,1310,SOLOK SELATAN,KAB. SOLOK SELATAN,13.11,-1.5558524,101.2467391
13,1311,DHARMASRAYA,KAB. DHARMASRAYA,13.1,-0.9864225,101.5409449
13,1312,PASAMAN BARAT,KAB. PASAMAN BARAT,13.12,0.1236214,99.8554659
13,1371,PADANG,KOTA PADANG,13.71,-0.9146636,100.3883924
13,1372,SOLOK,KOTA SOLOK,13.72,-0.8603059,100.632539
13,1373,SAWAH LUNTO,KOTA SAWAHLUNTO,13.73,-0.6842698,100.7796035
13,1374,PADANG PANJANG,KOTA PADANG PANJANG,13.74,-0.4660222,100.3833234
13,1375,BUKITTINGGI,KOTA BUKITTINGGI,13.75,-0.3152697,100.3696328
13,1376,PAYAKUMBUH,KOTA PAYAKUMBUH,13.76,-0.2430483,100.612629
13,1377,PARIAMAN,KOTA PARIAMAN,13.77,-0.626565,100.2061489
14,1401,KUANTAN SINGINGI,KAB. KUANTAN SINGINGI,14.09,-0.5137768,101.5347366
14,1402,INDRAGIRI HULU,KAB. INDRAGIRI HULU,14.02,-0.3873331,102.4367008
14,1403,INDRAGIRI HILIR,KAB. INDRAGIRI HILIR,14.04,-0.3219294,103.1637672
14,1404,PELALAWAN,KAB.  PELALAWAN,14.05,0.39678,101.8438796
14,1405,S I A K,KAB. SIAK,14.08,0.816145,102.0222786
14,1406,KAMPAR,KAB. KAMPAR,14.01,0.3317594,101.0179239
14,1407,ROKAN HULU,KAB.  ROKAN HULU,14.06,0.8900821,100.3031953
14,1408,BENGKALIS,KAB. BENGKALIS,14.03,1.4741553,102.1236185
14,1409,ROKAN HILIR,KAB.  ROKAN HILIR,14.07,2.1023096,100.8336648
14,1410,KEPULAUAN MERANTI,KAB. KEPULAUAN MERANTI,14.1,1.00275,102.7314987
14,1471,PEKANBARU,KOTA PEKANBARU,14.71,0.4934581,101.4511045
14,1473,D U M A I,KOTA DUMAI,14.72,1.6010737,101.3907239
15,1501,KERINCI,KAB.  KERINCI,15.01,-1.9545123,101.3407671
15,1502,MERANGIN,KAB.  MERANGIN,15.02,-2.0769856,102.2763322
15,1503,SAROLANGUN,KAB. SAROLANGUN,15.03,-2.3093812,102.7489381
15,1504,BATANG HARI,KAB. BATANGHARI,15.04,-1.712742,103.2613082
15,1505,MUARO JAMBI,KAB.  MUARO JAMBI,15.05,-1.4641652,103.5107826
15,1506,TANJUNG JABUNG TIMUR,KAB. TANJUNG JABUNG TIMUR,15.07,-1.2120428,103.7940645
15,1507,TANJUNG JABUNG BARAT,KAB. TANJUNG JABUNG BARAT,15.06,-0.8424089,103.4380653
15,1508,TEBO,KAB. TEBO,15.09,-1.4684193,102.3557128
15,1509,BUNGO,KAB. BUNGO,15.08,-1.5156204,102.1234035
15,1571,JAMBI,KOTA JAMBI,15.71,-1.6182514,103.5959987
15,1572,SUNGAI PENUH,KOTA SUNGAI PENUH,15.72,-2.0578286,101.3878467
16,1601,OGAN KOMERING ULU,KAB. OGAN KOMERING ULU,16.01,-4.3420326,104.1962384
16,1602,OGAN KOMERING ILIR,KAB. OGAN KOMERING ILIR,16.02,-3.4088307,104.8236142
16,1603,MUARA ENIM,KAB. MUARA ENIM,16.03,-3.6610532,103.7699873
16,1604,LAHAT,KAB. LAHAT,16.04,-3.780424,103.551108
16,1605,MUSI RAWAS,KAB. MUSI RAWAS,16.05,-3.2348302,103.0115801
16,1606,MUSI BANYUASIN,KAB. MUSI BANYUASIN,16.06,-2.8959208,103.8540152
16,1607,BANYU ASIN,KAB. BANYUASIN,16.07,-2.9127562,104.4043039
16,1608,OGAN KOMERING ULU SELATAN,KAB. OGAN KOMERING ULU,16.09,-4.3420326,104.1962384
16,1609,OGAN KOMERING ULU TIMUR,KAB. OGAN KOMERING ULU,16.08,-4.3401174,104.3455194
16,1610,OGAN ILIR,KAB. OGAN ILIR,16.1,-3.306715,104.738345
16,1611,EMPAT LAWANG,KAB. EMPAT LAWANG,16.11,-3.608675,103.1090733
16,1612,PENUKAL ABAB LEMATANG ILIR,KAB. PENUKAL ABAB LEMATANG,16.12,-3.7207222,103.660573
16,1613,MUSI RAWAS UTARA,KAB. MUSI RAWAS UTARA,16.13,-3.2348302,103.0115801
16,1671,PALEMBANG,KOTA PALEMBANG,16.71,-2.983146,104.7518908
16,1672,PRABUMULIH,KOTA PRABUMULIH,16.74,-3.368032,104.3067762
16,1673,PAGAR ALAM,KOTA PAGAR ALAM,16.72,-4.0440109,103.1985623
16,1674,LUBUKLINGGAU,KOTA LUBUK LINGGAU,16.73,-3.3128356,102.8391857
17,1701,BENGKULU SELATAN,KAB. BENGKULU SELATAN,17.01,-4.4543354,102.9077017
17,1702,REJANG LEBONG,KAB. REJANG LEBONG,17.02,-3.4780868,102.5291964
17,1703,BENGKULU UTARA,KAB. BENGKULU UTARA,17.03,-3.4384775,102.1955005
17,1704,KAUR,KAB. KAUR,17.04,-4.7639945,103.351563
17,1705,SELUMA,KAB. SELUMA,17.05,-4.0885072,102.5567377
17,1706,MUKOMUKO,KAB. MUKO MUKO,17.06,-2.54874,101.1070272
17,1707,LEBONG,KAB. LEBONG,17.07,-3.1567575,102.1650906
17,1708,KEPAHIANG,KAB. KEPAHIANG,17.08,-3.6249962,102.5525249
17,1709,BENGKULU TENGAH,KAB. BENGKULU TENGAH,17.09,-3.726578,102.4588088
17,1771,BENGKULU,KOTA BENGKULU,17.71,-3.8029982,102.3112476
18,1801,LAMPUNG BARAT,KAB. LAMPUNG BARAT,18.04,-5.020078,104.0586745
18,1802,TANGGAMUS,KAB. TANGGAMUS,18.06,-5.5047925,104.6524438
18,1803,LAMPUNG SELATAN,KAB. LAMPUNG SELATAN,18.01,-5.7140712,105.5840538
18,1804,LAMPUNG TIMUR,KAB. LAMPUNG TIMUR,18.07,-5.0481856,105.5278603
18,1805,LAMPUNG TENGAH,KAB. LAMPUNG TENGAH,18.02,-4.9809474,105.2101569
18,1806,LAMPUNG UTARA,KAB. LAMPUNG UTARA,18.03,-4.8373197,104.8949082
18,1807,WAY KANAN,KAB. WAY KANAN,18.08,-4.5150408,104.5100372
18,1808,TULANGBAWANG,KAB. TULANG BAWANG,18.05,-4.492924,105.2364718
18,1809,PESAWARAN,KAB. PESAWARAN,18.09,-5.3757292,105.086679
18,1810,PRINGSEWU,KAB. PRINGSEWU,18.1,-5.3712926,105.0495064
18,1811,MESUJI,KAB. MESUJI,18.11,-4.0104264,105.2041404
18,1812,TULANG BAWANG BARAT,KAB. TULANG BAWANG BARAT,18.12,-4.5544236,105.0985529
18,1813,PESISIR BARAT,KAB. PESISIR BARAT,18.13,-3.5702238,102.5468723
18,1871,BANDAR LAMPUNG,KOTA BANDAR LAMPUNG,18.71,-5.4340061,105.2640841
18,1872,METRO,KOTA METRO,18.72,-5.1279011,105.3074527
19,1901,BANGKA,KAB. BANGKA,19.01,-2.0215814,106.1342511
19,1902,BELITUNG,KAB. BELITUNG,19.02,-2.815297,107.9490814
19,1903,BANGKA BARAT,KAB. BANGKA BARAT,19.05,-2.0546717,105.2043991
19,1904,BANGKA TENGAH,KAB. BANGKA TENGAH,19.04,-2.518743,106.4180374
19,1905,BANGKA SELATAN,KAB. BANGKA SELATAN,19.03,-3.024499,106.5060206
19,1906,BELITUNG TIMUR,KAB. BELITUNG TIMUR,19.06,-2.8852645,108.2412261
19,1971,PANGKALPINANG,KOTA PANGKAL PINANG,19.71,-2.1302225,106.1420164
21,2101,KARIMUN,KAB. KARIMUN,21.02,1.03141,103.3754092
21,2102,BINTAN,KAB. BINTAN,21.01,0.9966499,104.5128781
21,2103,NATUNA,KAB. NATUNA,21.03,3.9334791,108.3635747
21,2104,LINGGA,KAB. LINGGA,21.04,-0.2094936,104.6022262
